User ID,Subscription Type,Monthly Revenue,Join Date,Month of Joining ,Year of Joining,Last Payment Date,Last Payment Year,Current Status ,Country,Age,Age group ,Gender,Device,Plan Duration
1172,Basic,11,29-Jul-22,Jul,2022,04-07-2023,July,Active ,Brazil,51,Adult,Female,Smart TV,1 Month
1173,Standard,11,03-Aug-22,Aug,2022,01-07-2023,July,Active ,Mexico,27,Youth,Male,Smartphone,1 Month
1174,Premium,11,18-Aug-22,Aug,2022,04-07-2023,July,Active ,Spain,44,Adult,Female,Laptop,1 Month
1175,Basic,12,23-Aug-22,Aug,2022,02-07-2023,July,Active ,Italy,41,Adult,Male,Laptop,1 Month
1176,Premium,11,27-Aug-22,Aug,2022,05-07-2023,July,Active ,Spain,37,Youth,Male,Smart TV,1 Month
1177,Basic,15,01-Sep-22,Sep,2022,02-07-2023,July,Active ,Spain,48,Adult,Male,Tablet,1 Month
1178,Standard,12,03-Sep-22,Sep,2022,04-07-2023,July,Active ,United States,30,Youth,Male,Smart TV,1 Month
1179,Standard,14,05-Sep-22,Sep,2022,02-07-2023,July,Active ,Canada,44,Adult,Female,Smartphone,1 Month
1180,Basic,14,09-Sep-22,Sep,2022,04-07-2023,July,Active ,United States,34,Youth,Female,Smart TV,1 Month
1181,Premium,15,11-Sep-22,Sep,2022,01-07-2023,July,Active ,United States,40,Adult,Female,Laptop,1 Month
1182,Basic,14,17-Sep-22,Sep,2022,04-07-2023,July,Active ,Canada,28,Youth,Female,Smartphone,1 Month
1183,Standard,15,19-Sep-22,Sep,2022,02-07-2023,July,Active ,United Kingdom,44,Adult,Female,Tablet,1 Month
1184,Premium,13,28-Sep-22,Sep,2022,03-07-2023,July,Active ,Australia,38,Adult,Female,Laptop,1 Month
1185,Basic,14,06-Oct-22,Oct,2022,02-07-2023,July,Active ,Germany,49,Adult,Male,Smart TV,1 Month
1186,Premium,13,07-Oct-22,Oct,2022,05-07-2023,July,Active ,France,32,Youth,Female,Smart TV,1 Month
1187,Basic,14,09-Oct-22,Oct,2022,01-07-2023,July,Active ,Brazil,47,Adult,Female,Smart TV,1 Month
1188,Standard,10,10-Oct-22,Oct,2022,03-07-2023,July,Active ,Mexico,44,Adult,Male,Tablet,1 Month
1189,Standard,12,11-Oct-22,Oct,2022,03-07-2023,July,Active ,Spain,33,Youth,Male,Smartphone,1 Month
1190,Basic,15,12-Oct-22,Oct,2022,04-07-2023,July,Active ,Italy,32,Youth,Male,Laptop,1 Month
1191,Premium,12,13-Oct-22,Oct,2022,01-07-2023,July,Active ,Spain,27,Youth,Female,Smartphone,1 Month
1192,Basic,11,14-Oct-22,Oct,2022,03-07-2023,July,Active ,Spain,37,Youth,Male,Laptop,1 Month
1193,Standard,14,16-Oct-22,Oct,2022,03-07-2023,July,Active ,United States,34,Youth,Male,Tablet,1 Month
1194,Premium,15,19-Oct-22,Oct,2022,04-07-2023,July,Active ,Canada,40,Adult,Male,Smart TV,1 Month
1195,Basic,12,23-Oct-22,Oct,2022,02-07-2023,July,Active ,United States,45,Adult,Female,Smart TV,1 Month
1196,Basic,13,24-Oct-22,Oct,2022,03-07-2023,July,Active ,United States,29,Youth,Female,Tablet,1 Month
1197,Basic,14,25-Oct-22,Oct,2022,03-07-2023,July,Active ,Canada,35,Youth,Male,Smart TV,1 Month
1198,Standard,10,01-Nov-22,Nov,2022,04-07-2023,July,Active ,United Kingdom,38,Adult,Female,Laptop,1 Month
1199,Premium,11,02-Nov-22,Nov,2022,04-07-2023,July,Active ,Australia,48,Adult,Female,Smart TV,1 Month
1200,Basic,12,04-Nov-22,Nov,2022,06-07-2023,July,Active ,Germany,36,Youth,Male,Smartphone,1 Month
1201,Basic,10,06-Nov-22,Nov,2022,03-07-2023,July,Active ,France,41,Adult,Male,Smart TV,1 Month
1202,Premium,15,06-Nov-22,Nov,2022,03-07-2023,July,Active ,Brazil,27,Youth,Male,Smart TV,1 Month
1203,Standard,12,04-Nov-22,Nov,2022,04-07-2023,July,Active ,Mexico,41,Adult,Male,Smart TV,1 Month
1204,Standard,13,30-Oct-22,Oct,2022,05-07-2023,July,Active ,Spain,42,Adult,Male,Laptop,1 Month
1205,Basic,12,27-Oct-22,Oct,2022,03-07-2023,July,Active ,Italy,40,Adult,Female,Laptop,1 Month
1206,Premium,13,23-Oct-22,Oct,2022,04-07-2023,July,Active ,Spain,32,Youth,Male,Smart TV,1 Month
1207,Standard,12,23-Oct-22,Oct,2022,04-07-2023,July,Active ,Spain,33,Youth,Male,Smart TV,1 Month
1208,Basic,11,24-Sep-22,Sep,2022,04-07-2023,July,Active ,United States,34,Youth,Male,Smartphone,1 Month
1209,Standard,11,22-Sep-22,Sep,2022,02-07-2023,July,Active ,Canada,29,Youth,Male,Tablet,1 Month
1210,Premium,14,06-Sep-22,Sep,2022,03-07-2023,July,Active ,United States,50,Adult,Male,Smart TV,1 Month
1211,Basic,10,23-Aug-22,Aug,2022,04-07-2023,July,Active ,United States,29,Youth,Female,Laptop,1 Month
1212,Premium,13,21-Aug-22,Aug,2022,04-07-2023,July,Active ,Canada,40,Adult,Female,Tablet,1 Month
1213,Standard,10,16-Aug-22,Aug,2022,02-07-2023,July,Active ,United Kingdom,27,Youth,Male,Smart TV,1 Month
1214,Basic,10,09-Aug-22,Aug,2022,03-07-2023,July,Active ,Australia,51,Adult,Female,Smartphone,1 Month
1215,Standard,13,04-Aug-22,Aug,2022,03-07-2023,July,Active ,Germany,41,Adult,Female,Laptop,1 Month
1216,Premium,15,28-Jul-22,Jul,2022,04-07-2023,July,Active ,France,28,Youth,Female,Tablet,1 Month
1217,Basic,12,12-Jul-22,Jul,2022,01-07-2023,July,Active ,Brazil,42,Adult,Male,Laptop,1 Month
1218,Standard,13,11-Jul-22,Jul,2022,03-07-2023,July,Active ,Mexico,40,Adult,Male,Laptop,1 Month
1219,Premium,12,06-Jul-22,Jul,2022,04-07-2023,July,Active ,Spain,48,Adult,Female,Smartphone,1 Month
1220,Basic,13,01-Jul-22,Jul,2022,03-07-2023,July,Active ,Italy,28,Youth,Male,Smart TV,1 Month
1221,Premium,15,02-Jul-22,Jul,2022,01-07-2023,July,Active ,Spain,40,Adult,Male,Smart TV,1 Month
1222,Basic,15,30-Jun-22,Jun,2022,03-07-2023,July,Active ,Spain,33,Youth,Female,Tablet,1 Month
1223,Standard,12,30-Jun-22,Jun,2022,03-07-2023,July,Active ,United States,33,Youth,Male,Smartphone,1 Month
1224,Standard,15,30-Jun-22,Jun,2022,03-07-2023,July,Active ,Canada,47,Adult,Female,Smartphone,1 Month
1225,Basic,13,30-Jun-22,Jun,2022,01-07-2023,July,Active ,United States,50,Adult,Female,Smart TV,1 Month
1226,Premium,15,29-Jun-22,Jun,2022,03-07-2023,July,Active ,United States,38,Adult,Male,Smartphone,1 Month
1227,Basic,15,27-Jun-22,Jun,2022,04-07-2023,July,Active ,Canada,36,Youth,Female,Tablet,1 Month
1228,Standard,15,26-Jun-22,Jun,2022,03-07-2023,July,Active ,United Kingdom,38,Adult,Female,Tablet,1 Month
1229,Premium,12,24-Jun-22,Jun,2022,01-07-2023,July,Active ,Australia,49,Adult,Male,Smartphone,1 Month
1230,Basic,12,25-Jun-22,Jun,2022,03-07-2023,July,Active ,Germany,40,Adult,Female,Smart TV,1 Month
1231,Premium,13,24-Jun-22,Jun,2022,03-07-2023,July,Active ,France,51,Adult,Male,Tablet,1 Month
1232,Basic,11,22-Jun-22,Jun,2022,03-07-2023,July,Active ,Brazil,42,Adult,Female,Smartphone,1 Month
1233,Standard,13,23-Jun-22,Jun,2022,03-07-2023,July,Active ,Mexico,41,Adult,Female,Smartphone,1 Month
1234,Standard,12,25-Jun-22,Jun,2022,03-07-2023,July,Active ,Spain,48,Adult,Female,Smartphone,1 Month
1235,Basic,13,29-Jun-22,Jun,2022,03-07-2023,July,Active ,Italy,39,Adult,Female,Tablet,1 Month
1236,Premium,15,01-Jul-22,Jul,2022,02-07-2023,July,Active ,Spain,35,Youth,Female,Tablet,1 Month
1237,Basic,11,05-Jul-22,Jul,2022,02-07-2023,July,Active ,Spain,32,Youth,Female,Tablet,1 Month
1238,Standard,12,12-Jul-22,Jul,2022,04-07-2023,July,Active ,United States,28,Youth,Female,Smartphone,1 Month
1239,Premium,11,16-Jul-22,Jul,2022,02-07-2023,July,Active ,Canada,27,Youth,Male,Laptop,1 Month
1240,Basic,11,20-Jul-22,Jul,2022,04-07-2023,July,Active ,United States,30,Youth,Female,Laptop,1 Month
1241,Premium,14,28-Jul-22,Jul,2022,02-07-2023,July,Active ,United States,47,Adult,Female,Laptop,1 Month
1242,Basic,14,31-Jul-22,Jul,2022,05-07-2023,July,Active ,Canada,49,Adult,Female,Tablet,1 Month
1243,Standard,14,14-Aug-22,Aug,2022,02-07-2023,July,Active ,United Kingdom,43,Adult,Female,Smartphone,1 Month
1244,Standard,12,16-Aug-22,Aug,2022,04-07-2023,July,Active ,Australia,42,Adult,Male,Tablet,1 Month
1245,Basic,14,18-Aug-22,Aug,2022,03-07-2023,July,Active ,Germany,29,Youth,Female,Smartphone,1 Month
1246,Premium,15,27-Aug-22,Aug,2022,05-07-2023,July,Active ,France,35,Youth,Female,Smartphone,1 Month
1247,Basic,13,01-Sep-22,Sep,2022,02-07-2023,July,Active ,Brazil,41,Adult,Female,Smartphone,1 Month
1248,Standard,13,03-Sep-22,Sep,2022,05-07-2023,July,Active ,Mexico,47,Adult,Female,Smart TV,1 Month
1249,Premium,14,07-Sep-22,Sep,2022,03-07-2023,July,Active ,Spain,28,Youth,Female,Smart TV,1 Month
1250,Basic,10,08-Sep-22,Sep,2022,04-07-2023,July,Active ,Italy,44,Adult,Female,Smartphone,1 Month
1251,Premium,10,14-Sep-22,Sep,2022,03-07-2023,July,Active ,Spain,28,Youth,Female,Tablet,1 Month
1252,Basic,11,15-Sep-22,Sep,2022,05-07-2023,July,Active ,Spain,51,Adult,Male,Laptop,1 Month
1253,Standard,11,27-Sep-22,Sep,2022,02-07-2023,July,Active ,United States,48,Adult,Male,Laptop,1 Month
1254,Standard,14,30-Sep-22,Sep,2022,04-07-2023,July,Active ,Canada,49,Adult,Female,Tablet,1 Month
1255,Basic,10,02-Oct-22,Oct,2022,04-07-2023,July,Active ,United States,50,Adult,Male,Smart TV,1 Month
1256,Premium,13,03-Oct-22,Oct,2022,05-07-2023,July,Active ,United States,43,Adult,Male,Laptop,1 Month
1257,Basic,14,05-Oct-22,Oct,2022,01-07-2023,July,Active ,Canada,32,Youth,Male,Smart TV,1 Month
1258,Standard,15,10-Oct-22,Oct,2022,03-07-2023,July,Active ,United Kingdom,42,Adult,Female,Tablet,1 Month
1259,Premium,13,11-Oct-22,Oct,2022,03-07-2023,July,Active ,Australia,41,Adult,Female,Laptop,1 Month
1260,Basic,11,13-Oct-22,Oct,2022,04-07-2023,July,Active ,Germany,31,Youth,Male,Laptop,1 Month
1261,Premium,11,14-Oct-22,Oct,2022,02-07-2023,July,Active ,France,37,Youth,Female,Smart TV,1 Month
1262,Basic,12,16-Oct-22,Oct,2022,03-07-2023,July,Active ,Brazil,46,Adult,Male,Smart TV,1 Month
1263,Standard,14,18-Oct-22,Oct,2022,03-07-2023,July,Active ,Mexico,30,Youth,Female,Tablet,1 Month
1264,Standard,11,22-Oct-22,Oct,2022,05-07-2023,July,Active ,Spain,30,Youth,Female,Smart TV,1 Month
1265,Basic,10,24-Oct-22,Oct,2022,03-07-2023,July,Active ,Italy,34,Youth,Female,Tablet,1 Month
1266,Premium,15,25-Oct-22,Oct,2022,04-07-2023,July,Active ,Spain,47,Adult,Female,Laptop,1 Month
1267,Basic,14,29-Oct-22,Oct,2022,03-07-2023,July,Active ,Spain,41,Adult,Male,Tablet,1 Month
1268,Standard,13,02-Nov-22,Nov,2022,04-07-2023,July,Active ,United States,42,Adult,Female,Laptop,1 Month
1269,Premium,12,03-Nov-22,Nov,2022,05-07-2023,July,Active ,Canada,48,Adult,Female,Smartphone,1 Month
1270,Basic,11,04-Nov-22,Nov,2022,06-07-2023,July,Active ,United States,30,Youth,Female,Smart TV,1 Month
1271,Basic,13,05-Nov-22,Nov,2022,03-07-2023,July,Active ,United States,51,Adult,Male,Smartphone,1 Month
1272,Basic,13,05-Nov-22,Nov,2022,04-07-2023,July,Active ,Canada,27,Youth,Male,Smartphone,1 Month
1273,Standard,13,31-Oct-22,Oct,2022,04-07-2023,July,Active ,United Kingdom,38,Adult,Male,Tablet,1 Month
1274,Premium,12,27-Oct-22,Oct,2022,05-07-2023,July,Active ,Australia,29,Youth,Female,Smart TV,1 Month
1275,Basic,11,25-Oct-22,Oct,2022,03-07-2023,July,Active ,Germany,40,Adult,Female,Smartphone,1 Month
1276,Basic,12,26-Oct-22,Oct,2022,04-07-2023,July,Active ,France,31,Youth,Female,Laptop,1 Month
1277,Premium,11,30-Sep-22,Sep,2022,04-07-2023,July,Active ,Brazil,30,Youth,Male,Smartphone,1 Month
1278,Standard,13,27-Sep-22,Sep,2022,05-07-2023,July,Active ,Mexico,44,Adult,Male,Laptop,1 Month
1279,Standard,14,12-Sep-22,Sep,2022,03-07-2023,July,Active ,Spain,34,Youth,Female,Tablet,1 Month
1280,Basic,14,25-Aug-22,Aug,2022,04-07-2023,July,Active ,Italy,28,Youth,Female,Laptop,1 Month
1281,Premium,13,25-Aug-22,Aug,2022,04-07-2023,July,Active ,Spain,41,Adult,Female,Laptop,1 Month
1282,Standard,12,22-Aug-22,Aug,2022,05-07-2023,July,Active ,Spain,43,Adult,Male,Tablet,1 Month
1283,Basic,10,17-Aug-22,Aug,2022,02-07-2023,July,Active ,United States,33,Youth,Male,Laptop,1 Month
1284,Standard,12,09-Aug-22,Aug,2022,03-07-2023,July,Active ,Canada,32,Youth,Female,Tablet,1 Month
1285,Premium,10,06-Aug-22,Aug,2022,04-07-2023,July,Active ,United States,39,Adult,Male,Smart TV,1 Month
1286,Basic,15,17-Jul-22,Jul,2022,04-07-2023,July,Active ,United States,37,Youth,Male,Laptop,1 Month
1287,Premium,11,12-Jul-22,Jul,2022,02-07-2023,July,Active ,Canada,46,Adult,Male,Tablet,1 Month
1288,Standard,11,12-Jul-22,Jul,2022,03-07-2023,July,Active ,United Kingdom,39,Adult,Male,Smartphone,1 Month
1289,Basic,12,02-Jul-22,Jul,2022,04-07-2023,July,Active ,Australia,46,Adult,Female,Tablet,1 Month
1290,Standard,13,02-Jul-22,Jul,2022,03-07-2023,July,Active ,Germany,43,Adult,Male,Laptop,1 Month
1291,Premium,10,30-Jun-22,Jun,2022,02-07-2023,July,Active ,France,32,Youth,Female,Laptop,1 Month
1292,Basic,12,30-Jun-22,Jun,2022,04-07-2023,July,Active ,Brazil,30,Youth,Female,Smart TV,1 Month
1293,Standard,11,01-Jul-22,Jul,2022,04-07-2023,July,Active ,Mexico,40,Adult,Female,Tablet,1 Month
1294,Premium,11,30-Jun-22,Jun,2022,04-07-2023,July,Active ,Spain,51,Adult,Female,Smartphone,1 Month
1295,Basic,10,29-Jun-22,Jun,2022,02-07-2023,July,Active ,Italy,40,Adult,Female,Smartphone,1 Month
1296,Premium,12,30-Jun-22,Jun,2022,03-07-2023,July,Active ,Spain,28,Youth,Male,Smart TV,1 Month
1297,Basic,14,29-Jun-22,Jun,2022,04-07-2023,July,Active ,Spain,51,Adult,Female,Smartphone,1 Month
1298,Standard,14,26-Jun-22,Jun,2022,03-07-2023,July,Active ,United States,27,Youth,Male,Laptop,1 Month
1299,Standard,14,27-Jun-22,Jun,2022,01-07-2023,July,Active ,Canada,35,Youth,Male,Smart TV,1 Month
1300,Basic,11,24-Jun-22,Jun,2022,03-07-2023,July,Active ,United States,37,Youth,Male,Laptop,1 Month
1301,Premium,14,23-Jun-22,Jun,2022,04-07-2023,July,Active ,United States,51,Adult,Male,Smart TV,1 Month
1302,Basic,11,23-Jun-22,Jun,2022,03-07-2023,July,Active ,Canada,40,Adult,Male,Smart TV,1 Month
1303,Standard,14,25-Jun-22,Jun,2022,03-07-2023,July,Active ,United Kingdom,38,Adult,Male,Laptop,1 Month
1304,Premium,11,28-Jun-22,Jun,2022,03-07-2023,July,Active ,Australia,48,Adult,Female,Laptop,1 Month
1305,Basic,11,01-Jul-22,Jul,2022,03-07-2023,July,Active ,Germany,49,Adult,Male,Smartphone,1 Month
1306,Premium,15,02-Jul-22,Jul,2022,05-07-2023,July,Active ,France,33,Youth,Female,Laptop,1 Month
1307,Basic,10,06-Jul-22,Jul,2022,03-07-2023,July,Active ,Brazil,34,Youth,Female,Tablet,1 Month
1308,Standard,15,12-Jul-22,Jul,2022,06-07-2023,July,Active ,Mexico,39,Adult,Male,Tablet,1 Month
1309,Standard,13,17-Jul-22,Jul,2022,02-07-2023,July,Active ,Spain,37,Youth,Female,Tablet,1 Month
1310,Basic,15,23-Jul-22,Jul,2022,05-07-2023,July,Active ,Italy,44,Adult,Male,Laptop,1 Month
1311,Premium,15,29-Jul-22,Jul,2022,04-07-2023,July,Active ,Spain,35,Youth,Male,Tablet,1 Month
1312,Basic,11,06-Aug-22,Aug,2022,06-07-2023,July,Active ,Spain,31,Youth,Female,Laptop,1 Month
1313,Standard,10,09-Aug-22,Aug,2022,02-07-2023,July,Active ,United States,39,Adult,Male,Smart TV,1 Month
1314,Premium,13,14-Aug-22,Aug,2022,05-07-2023,July,Active ,Canada,38,Adult,Male,Tablet,1 Month
1315,Basic,11,20-Aug-22,Aug,2022,03-07-2023,July,Active ,United States,42,Adult,Male,Smartphone,1 Month
1316,Premium,12,28-Aug-22,Aug,2022,05-07-2023,July,Active ,United States,48,Adult,Female,Tablet,1 Month
1317,Basic,11,02-Sep-22,Sep,2022,03-07-2023,July,Active ,Canada,31,Youth,Male,Tablet,1 Month
1318,Standard,11,04-Sep-22,Sep,2022,05-07-2023,July,Active ,United Kingdom,42,Adult,Male,Smartphone,1 Month
1319,Standard,14,06-Sep-22,Sep,2022,03-07-2023,July,Active ,Australia,35,Youth,Male,Smartphone,1 Month
1320,Basic,10,14-Sep-22,Sep,2022,05-07-2023,July,Active ,Germany,39,Adult,Male,Laptop,1 Month
1321,Premium,13,15-Sep-22,Sep,2022,04-07-2023,July,Active ,France,50,Adult,Female,Tablet,1 Month
1322,Basic,11,16-Sep-22,Sep,2022,06-07-2023,July,Active ,Brazil,40,Adult,Male,Smartphone,1 Month
1323,Standard,10,28-Sep-22,Sep,2022,02-07-2023,July,Active ,Mexico,29,Youth,Male,Smartphone,1 Month
1324,Premium,10,02-Oct-22,Oct,2022,04-07-2023,July,Active ,Spain,48,Adult,Female,Smart TV,1 Month
1325,Basic,15,03-Oct-22,Oct,2022,04-07-2023,July,Active ,Italy,34,Youth,Male,Smartphone,1 Month
1326,Premium,10,05-Oct-22,Oct,2022,05-07-2023,July,Active ,Spain,48,Adult,Male,Smartphone,1 Month
1327,Basic,12,07-Oct-22,Oct,2022,02-07-2023,July,Active ,Spain,48,Adult,Male,Laptop,1 Month
1328,Standard,12,09-Oct-22,Oct,2022,04-07-2023,July,Active ,United States,35,Youth,Female,Tablet,1 Month
1329,Standard,11,11-Oct-22,Oct,2022,04-07-2023,July,Active ,Canada,29,Youth,Male,Laptop,1 Month
1330,Basic,14,13-Oct-22,Oct,2022,05-07-2023,July,Active ,United States,47,Adult,Female,Smart TV,1 Month
1331,Premium,12,15-Oct-22,Oct,2022,02-07-2023,July,Active ,United States,36,Youth,Male,Smartphone,1 Month
1332,Basic,12,17-Oct-22,Oct,2022,04-07-2023,July,Active ,Canada,40,Adult,Female,Smartphone,1 Month
1333,Standard,14,21-Oct-22,Oct,2022,04-07-2023,July,Active ,United Kingdom,51,Adult,Male,Tablet,1 Month
1334,Premium,12,23-Oct-22,Oct,2022,05-07-2023,July,Active ,Australia,37,Youth,Male,Smart TV,1 Month
1335,Basic,12,24-Oct-22,Oct,2022,06-07-2023,July,Active ,Germany,36,Youth,Male,Tablet,1 Month
1336,Premium,12,28-Oct-22,Oct,2022,04-07-2023,July,Active ,France,45,Adult,Male,Tablet,1 Month
1337,Basic,11,31-Oct-22,Oct,2022,04-07-2023,July,Active ,Brazil,31,Youth,Female,Tablet,1 Month
1338,Standard,14,03-Nov-22,Nov,2022,04-07-2023,July,Active ,Mexico,45,Adult,Female,Laptop,1 Month
1339,Standard,11,04-Nov-22,Nov,2022,05-07-2023,July,Active ,Spain,30,Youth,Male,Laptop,1 Month
1340,Basic,14,05-Nov-22,Nov,2022,06-07-2023,July,Active ,Italy,40,Adult,Female,Smartphone,1 Month
1341,Premium,14,06-Nov-22,Nov,2022,04-07-2023,July,Active ,Spain,44,Adult,Female,Smart TV,1 Month
1342,Basic,12,01-Nov-22,Nov,2022,05-07-2023,July,Active ,Spain,36,Youth,Female,Laptop,1 Month
1343,Standard,10,01-Nov-22,Nov,2022,05-07-2023,July,Active ,United States,36,Youth,Male,Tablet,1 Month
1344,Premium,11,29-Oct-22,Oct,2022,05-07-2023,July,Active ,Canada,32,Youth,Female,Smartphone,1 Month
1345,Basic,10,27-Oct-22,Oct,2022,03-07-2023,July,Active ,United States,46,Adult,Male,Smart TV,1 Month
1346,Basic,12,16-Oct-22,Oct,2022,04-07-2023,July,Active ,United States,39,Adult,Female,Smart TV,1 Month
1347,Basic,13,14-Oct-22,Oct,2022,04-07-2023,July,Active ,Canada,30,Youth,Male,Smart TV,1 Month
1348,Standard,13,14-Sep-22,Sep,2022,05-07-2023,July,Active ,United Kingdom,34,Youth,Male,Laptop,1 Month
1349,Premium,14,03-Sep-22,Sep,2022,03-07-2023,July,Active ,Australia,28,Youth,Male,Laptop,1 Month
1350,Basic,13,27-Aug-22,Aug,2022,04-07-2023,July,Active ,Germany,39,Adult,Female,Smartphone,1 Month
1351,Basic,12,27-Aug-22,Aug,2022,05-07-2023,July,Active ,France,34,Youth,Female,Laptop,1 Month
1352,Premium,13,21-Aug-22,Aug,2022,05-07-2023,July,Active ,Brazil,42,Adult,Male,Laptop,1 Month
1353,Standard,13,13-Aug-22,Aug,2022,02-07-2023,July,Active ,Mexico,29,Youth,Female,Tablet,1 Month
1354,Standard,13,12-Aug-22,Aug,2022,04-07-2023,July,Active ,Spain,29,Youth,Male,Tablet,1 Month
1355,Basic,12,24-Jul-22,Jul,2022,04-07-2023,July,Active ,Italy,30,Youth,Male,Tablet,1 Month
1356,Premium,11,24-Jul-22,Jul,2022,04-07-2023,July,Active ,Spain,51,Adult,Male,Smartphone,1 Month
1357,Standard,11,12-Jul-22,Jul,2022,02-07-2023,July,Active ,Spain,51,Adult,Male,Smart TV,1 Month
1358,Basic,13,09-Jul-22,Jul,2022,04-07-2023,July,Active ,United States,44,Adult,Male,Tablet,1 Month
1359,Standard,13,09-Jul-22,Jul,2022,05-07-2023,July,Active ,Canada,35,Youth,Male,Laptop,1 Month
1360,Premium,10,10-Jul-22,Jul,2022,04-07-2023,July,Active ,United States,39,Adult,Male,Smart TV,1 Month
1361,Basic,12,02-Jul-22,Jul,2022,02-07-2023,July,Active ,United States,41,Adult,Female,Laptop,1 Month
1362,Premium,13,02-Jul-22,Jul,2022,04-07-2023,July,Active ,Canada,44,Adult,Female,Laptop,1 Month
1363,Standard,11,01-Jul-22,Jul,2022,05-07-2023,July,Active ,United Kingdom,29,Youth,Male,Laptop,1 Month
1364,Basic,14,01-Jul-22,Jul,2022,04-07-2023,July,Active ,Australia,47,Adult,Male,Tablet,1 Month
1365,Standard,10,30-Jun-22,Jun,2022,02-07-2023,July,Active ,Germany,28,Youth,Female,Smartphone,1 Month
1366,Premium,15,29-Jun-22,Jun,2022,04-07-2023,July,Active ,France,45,Adult,Male,Laptop,1 Month
1367,Basic,11,26-Jun-22,Jun,2022,04-07-2023,July,Active ,Brazil,28,Youth,Female,Smartphone,1 Month
1368,Standard,14,27-Jun-22,Jun,2022,03-07-2023,July,Active ,Mexico,31,Youth,Female,Laptop,1 Month
1369,Premium,13,25-Jun-22,Jun,2022,03-07-2023,July,Active ,Spain,47,Adult,Female,Laptop,1 Month
1370,Basic,13,23-Jun-22,Jun,2022,04-07-2023,July,Active ,Italy,42,Adult,Female,Tablet,1 Month
1371,Premium,14,24-Jun-22,Jun,2022,04-07-2023,July,Active ,Spain,34,Youth,Female,Laptop,1 Month
1372,Basic,12,25-Jun-22,Jun,2022,05-07-2023,July,Active ,Spain,40,Adult,Female,Laptop,1 Month
1373,Standard,13,26-Jun-22,Jun,2022,04-07-2023,July,Active ,United States,42,Adult,Female,Laptop,1 Month
1374,Standard,14,27-Jun-22,Jun,2022,07-07-2023,July,Active ,Canada,33,Youth,Male,Smart TV,1 Month
1375,Basic,12,30-Jun-22,Jun,2022,03-07-2023,July,Active ,United States,30,Youth,Male,Laptop,1 Month
1376,Premium,14,03-Jul-22,Jul,2022,05-07-2023,July,Active ,United States,29,Youth,Male,Tablet,1 Month
1377,Basic,13,09-Jul-22,Jul,2022,04-07-2023,July,Active ,Canada,31,Youth,Male,Smart TV,1 Month
1378,Standard,14,17-Jul-22,Jul,2022,06-07-2023,July,Active ,United Kingdom,46,Adult,Female,Smart TV,1 Month
1379,Premium,11,22-Jul-22,Jul,2022,03-07-2023,July,Active ,Australia,46,Adult,Female,Smartphone,1 Month
1380,Basic,11,28-Jul-22,Jul,2022,05-07-2023,July,Active ,Germany,47,Adult,Male,Laptop,1 Month
1381,Premium,12,04-Aug-22,Aug,2022,04-07-2023,July,Active ,France,48,Adult,Female,Smart TV,1 Month
1382,Basic,13,08-Aug-22,Aug,2022,06-07-2023,July,Active ,Brazil,32,Youth,Female,Smart TV,1 Month
1383,Standard,13,13-Aug-22,Aug,2022,04-07-2023,July,Active ,Mexico,51,Adult,Female,Tablet,1 Month
1384,Standard,13,17-Aug-22,Aug,2022,05-07-2023,July,Active ,Spain,33,Youth,Male,Smart TV,1 Month
1385,Basic,15,20-Aug-22,Aug,2022,04-07-2023,July,Active ,Italy,43,Adult,Male,Smartphone,1 Month
1386,Premium,14,28-Aug-22,Aug,2022,06-07-2023,July,Active ,Spain,43,Adult,Female,Smart TV,1 Month
1387,Basic,13,29-Aug-22,Aug,2022,04-07-2023,July,Active ,Spain,42,Adult,Male,Smart TV,1 Month
1388,Standard,15,03-Sep-22,Sep,2022,05-07-2023,July,Active ,United States,30,Youth,Male,Smartphone,1 Month
1389,Premium,13,10-Sep-22,Sep,2022,03-07-2023,July,Active ,Canada,50,Adult,Male,Smartphone,1 Month
1390,Basic,11,13-Sep-22,Sep,2022,05-07-2023,July,Active ,United States,51,Adult,Female,Laptop,1 Month
1391,Premium,14,15-Sep-22,Sep,2022,04-07-2023,July,Active ,United States,36,Youth,Female,Tablet,1 Month
1392,Basic,13,25-Sep-22,Sep,2022,06-07-2023,July,Active ,Canada,41,Adult,Female,Tablet,1 Month
1393,Standard,10,01-Oct-22,Oct,2022,03-07-2023,July,Active ,United Kingdom,37,Youth,Male,Smart TV,1 Month
1394,Standard,11,02-Oct-22,Oct,2022,04-07-2023,July,Active ,Australia,30,Youth,Female,Tablet,1 Month
1395,Basic,11,05-Oct-22,Oct,2022,04-07-2023,July,Active ,Germany,50,Adult,Female,Tablet,1 Month
1396,Premium,14,06-Oct-22,Oct,2022,05-07-2023,July,Active ,France,41,Adult,Female,Smart TV,1 Month
1397,Basic,14,07-Oct-22,Oct,2022,03-07-2023,July,Active ,Brazil,29,Youth,Female,Laptop,1 Month
1398,Standard,12,10-Oct-22,Oct,2022,04-07-2023,July,Active ,Mexico,43,Adult,Male,Smart TV,1 Month
1399,Premium,12,12-Oct-22,Oct,2022,04-07-2023,July,Active ,Spain,31,Youth,Female,Smart TV,1 Month
1400,Basic,14,15-Oct-22,Oct,2022,06-07-2023,July,Active ,Italy,40,Adult,Male,Laptop,1 Month
1401,Premium,12,17-Oct-22,Oct,2022,05-07-2023,July,Active ,Spain,35,Youth,Female,Smart TV,1 Month
